,Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
180,181,Agra,Achnera,Potato,Desi,FAQ,1300,1380,1340,2020-05-30
1535,1536,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-05-30
745,746,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-05-30
480,481,Agra,Agra,Potato,Desi,FAQ,1280,1450,1340,2020-05-30
1692,1693,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,2020-05-30
479,480,Agra,Agra,Potato,Desi,FAQ,1280,1410,1350,2020-05-31
1691,1692,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,2020-05-31
1534,1535,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-05-31
179,180,Agra,Achnera,Potato,Desi,FAQ,1320,1380,1350,2020-05-31
1351,1352,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-05-31
744,745,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-06-01
178,179,Agra,Achnera,Potato,Desi,FAQ,1330,1400,1370,2020-06-01
1533,1534,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-06-01
1203,1204,Agra,Jagnair,Potato,Desi,FAQ,1320,1360,1340,2020-06-01
1690,1691,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-06-01
1024,1025,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1450,1380,2020-06-01
1350,1351,Agra,Jarar,Potato,Desi,FAQ,1120,1200,1160,2020-06-01
743,744,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-06-02
478,479,Agra,Agra,Potato,Desi,FAQ,1250,1400,1335,2020-06-02
1349,1350,Agra,Jarar,Potato,Desi,FAQ,1110,1200,1150,2020-06-02
177,178,Agra,Achnera,Potato,Desi,FAQ,1320,1400,1360,2020-06-02
1689,1690,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-06-02
1023,1024,Agra,Fatehpur Sikri,Potato,Local,FAQ,1340,1480,1410,2020-06-02
1202,1203,Agra,Jagnair,Potato,Desi,FAQ,1300,1350,1325,2020-06-02
1532,1533,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,2020-06-02
477,478,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,2020-06-03
1531,1532,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-06-03
176,177,Agra,Achnera,Potato,Desi,FAQ,1340,1400,1370,2020-06-03
1201,1202,Agra,Jagnair,Potato,Desi,FAQ,1300,1340,1320,2020-06-03
1348,1349,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-03
1022,1023,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1450,1395,2020-06-03
742,743,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-06-03
1688,1689,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,2020-06-03
1021,1022,Agra,Fatehpur Sikri,Potato,Local,FAQ,1380,1420,1405,2020-06-04
1530,1531,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-06-04
1347,1348,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-04
476,477,Agra,Agra,Potato,Desi,FAQ,1250,1420,1345,2020-06-04
1200,1201,Agra,Jagnair,Potato,Desi,FAQ,1310,1370,1340,2020-06-04
741,742,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-06-04
1529,1530,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-06-05
475,476,Agra,Agra,Potato,Desi,FAQ,1280,1420,1340,2020-06-05
175,176,Agra,Achnera,Potato,Desi,FAQ,1360,1440,1400,2020-06-05
1346,1347,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-05
1199,1200,Agra,Jagnair,Potato,Desi,FAQ,1350,1400,1375,2020-06-05
1020,1021,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320,1450,1385,2020-06-05
1198,1199,Agra,Jagnair,Potato,Desi,FAQ,1320,1380,1350,2020-06-06
474,475,Agra,Agra,Potato,Desi,FAQ,1250,1420,1335,2020-06-06
740,741,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-06-06
174,175,Agra,Achnera,Potato,Desi,FAQ,1370,1430,1400,2020-06-06
1687,1688,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,2020-06-06
173,174,Agra,Achnera,Potato,Desi,FAQ,1350,1450,1400,2020-06-07
1345,1346,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-07
1528,1529,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-06-07
1686,1687,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020-06-07
739,740,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-06-07
738,739,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-06-08
1344,1345,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-08
473,474,Agra,Agra,Potato,Desi,FAQ,1250,1450,1330,2020-06-08
1685,1686,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-08
1197,1198,Agra,Jagnair,Potato,Desi,FAQ,1350,1400,1375,2020-06-08
1527,1528,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,2020-06-08
172,173,Agra,Achnera,Potato,Desi,FAQ,1380,1460,1420,2020-06-08
1019,1020,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1420,1365,2020-06-08
1526,1527,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-06-09
472,473,Agra,Agra,Potato,Desi,FAQ,1240,1400,1320,2020-06-09
1684,1685,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-09
1196,1197,Agra,Jagnair,Potato,Desi,FAQ,1280,1320,1300,2020-06-09
737,738,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-06-09
171,172,Agra,Achnera,Potato,Desi,FAQ,1400,1460,1430,2020-06-09
1018,1019,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1450,1380,2020-06-09
1017,1018,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320,1540,1415,2020-06-10
1343,1344,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-10
170,171,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,2020-06-10
736,737,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1230,2020-06-10
1195,1196,Agra,Jagnair,Potato,Desi,FAQ,1300,1340,1320,2020-06-10
1525,1526,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-06-10
471,472,Agra,Agra,Potato,Desi,FAQ,1280,1450,1350,2020-06-10
1683,1684,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-10
735,736,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-06-11
470,471,Agra,Agra,Potato,Desi,FAQ,1280,1440,1345,2020-06-11
1524,1525,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-06-11
1342,1343,Agra,Jarar,Potato,Desi,FAQ,1200,1250,1220,2020-06-11
1682,1683,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-11
1016,1017,Agra,Fatehpur Sikri,Potato,Local,FAQ,1360,1500,1425,2020-06-11
1194,1195,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,2020-06-11
1341,1342,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-12
1015,1016,Agra,Fatehpur Sikri,Potato,Local,FAQ,1340,1480,1405,2020-06-12
1523,1524,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-06-12
469,470,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,2020-06-12
169,170,Agra,Achnera,Potato,Desi,FAQ,1400,1460,1430,2020-06-12
1193,1194,Agra,Jagnair,Potato,Desi,FAQ,1320,1360,1340,2020-06-12
1522,1523,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,2020-06-13
1014,1015,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,1410,2020-06-13
1681,1682,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-13
1340,1341,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-13
168,169,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,2020-06-13
468,469,Agra,Agra,Potato,Desi,FAQ,1250,1450,1350,2020-06-13
734,735,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-06-14
1680,1681,Agra,Samsabad,Potato,Local,FAQ,1100,1400,1200,2020-06-14
467,468,Agra,Agra,Potato,Desi,FAQ,1280,1450,1340,2020-06-14
167,168,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,2020-06-14
1521,1522,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-06-14
166,167,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,2020-06-15
733,734,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-06-15
1679,1680,Agra,Samsabad,Potato,Local,FAQ,1100,1400,1200,2020-06-15
1339,1340,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-15
1192,1193,Agra,Jagnair,Potato,Desi,FAQ,1300,1350,1325,2020-06-15
466,467,Agra,Agra,Potato,Desi,FAQ,1250,1450,1350,2020-06-15
1013,1014,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320,1450,1380,2020-06-15
1520,1521,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-06-15
1678,1679,Agra,Samsabad,Potato,Local,FAQ,1000,1400,1200,2020-06-16
465,466,Agra,Agra,Potato,Desi,FAQ,1280,1450,1360,2020-06-16
732,733,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-06-16
165,166,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,2020-06-16
1338,1339,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-16
1519,1520,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-06-16
1191,1192,Agra,Jagnair,Potato,Desi,FAQ,1300,1360,1330,2020-06-16
1012,1013,Agra,Fatehpur Sikri,Potato,Local,FAQ,1360,1520,1440,2020-06-16
1011,1012,Agra,Fatehpur Sikri,Potato,Local,FAQ,1400,1520,1465,2020-06-17
1677,1678,Agra,Samsabad,Potato,Local,FAQ,1100,1400,1200,2020-06-17
1337,1338,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-17
464,465,Agra,Agra,Potato,Desi,FAQ,1300,1450,1380,2020-06-17
1190,1191,Agra,Jagnair,Potato,Desi,FAQ,1320,1360,1340,2020-06-17
731,732,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-06-17
1518,1519,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-06-17
164,165,Agra,Achnera,Potato,Desi,FAQ,1450,1500,1480,2020-06-17
463,464,Agra,Agra,Potato,Desi,FAQ,1300,1480,1370,2020-06-18
1517,1518,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-06-18
1010,1011,Agra,Fatehpur Sikri,Potato,Local,FAQ,1370,1520,1450,2020-06-18
1676,1677,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-18
730,731,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-06-18
1336,1337,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-18
1335,1336,Agra,Jarar,Potato,Desi,FAQ,1100,1190,1140,2020-06-19
1189,1190,Agra,Jagnair,Potato,Desi,FAQ,1300,1380,1340,2020-06-19
462,463,Agra,Agra,Potato,Desi,FAQ,1320,1500,1420,2020-06-19
1516,1517,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-06-19
163,164,Agra,Achnera,Potato,Desi,FAQ,1420,1480,1450,2020-06-19
1009,1010,Agra,Fatehpur Sikri,Potato,Local,FAQ,1380,1520,1465,2020-06-19
162,163,Agra,Achnera,Potato,Desi,FAQ,1400,1500,1450,2020-06-20
1008,1009,Agra,Fatehpur Sikri,Potato,Local,FAQ,1430,1570,1500,2020-06-20
1188,1189,Agra,Jagnair,Potato,Desi,FAQ,1250,1350,1300,2020-06-20
461,462,Agra,Agra,Potato,Desi,FAQ,1300,1500,1410,2020-06-20
1675,1676,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-20
1334,1335,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-20
729,730,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-06-20
161,162,Agra,Achnera,Potato,Desi,FAQ,1450,1550,1500,2020-06-21
1187,1188,Agra,Jagnair,Potato,Desi,FAQ,1320,1360,1340,2020-06-22
1007,1008,Agra,Fatehpur Sikri,Potato,Local,FAQ,1370,1520,1445,2020-06-22
728,729,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-06-22
1333,1334,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-22
460,461,Agra,Agra,Potato,Desi,FAQ,1300,1500,1400,2020-06-22
160,161,Agra,Achnera,Potato,Desi,FAQ,1480,1560,1520,2020-06-22
159,160,Agra,Achnera,Potato,Desi,FAQ,1430,1530,1480,2020-06-23
1515,1516,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-06-23
1674,1675,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-23
1186,1187,Agra,Jagnair,Potato,Desi,FAQ,1300,1360,1330,2020-06-23
1006,1007,Agra,Fatehpur Sikri,Potato,Local,FAQ,1400,1540,1485,2020-06-23
459,460,Agra,Agra,Potato,Desi,FAQ,1350,1550,1450,2020-06-23
727,728,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-06-23
458,459,Agra,Agra,Potato,Desi,FAQ,1350,1550,1460,2020-06-24
1005,1006,Agra,Fatehpur Sikri,Potato,Local,FAQ,1460,1590,1520,2020-06-24
1514,1515,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-06-24
1673,1674,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-24
1332,1333,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-24
158,159,Agra,Achnera,Potato,Desi,FAQ,1440,1510,1480,2020-06-24
1185,1186,Agra,Jagnair,Potato,Desi,FAQ,1330,1350,1340,2020-06-24
726,727,Agra,Fatehabad,Potato,Desi,FAQ,1200,1350,1250,2020-06-24
1184,1185,Agra,Jagnair,Potato,Desi,FAQ,1300,1320,1310,2020-06-25
1004,1005,Agra,Fatehpur Sikri,Potato,Local,FAQ,1430,1590,1505,2020-06-25
1513,1514,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-06-25
1672,1673,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-25
725,726,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-06-25
457,458,Agra,Agra,Potato,Desi,FAQ,1350,1550,1450,2020-06-25
1331,1332,Agra,Jarar,Potato,Desi,FAQ,1110,1200,1150,2020-06-25
456,457,Agra,Agra,Potato,Desi,FAQ,1400,1600,1500,2020-06-26
1183,1184,Agra,Jagnair,Potato,Desi,FAQ,1300,1360,1330,2020-06-26
1671,1672,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-26
1003,1004,Agra,Fatehpur Sikri,Potato,Local,FAQ,1450,1600,1525,2020-06-26
1330,1331,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-26
1512,1513,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-06-26
157,158,Agra,Achnera,Potato,Desi,FAQ,1430,1500,1470,2020-06-26
156,157,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,2020-06-27
724,725,Agra,Fatehabad,Potato,Desi,FAQ,1200,1350,1250,2020-06-27
1511,1512,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-06-27
1002,1003,Agra,Fatehpur Sikri,Potato,Local,FAQ,1470,1620,1545,2020-06-27
1329,1330,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-27
1670,1671,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-27
1182,1183,Agra,Jagnair,Potato,Desi,FAQ,1300,1360,1330,2020-06-27
455,456,Agra,Agra,Potato,Desi,FAQ,1400,1600,1490,2020-06-27
1510,1511,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-06-28
723,724,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-06-28
1669,1670,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-28
155,156,Agra,Achnera,Potato,Desi,FAQ,1410,1490,1450,2020-06-28
1509,1510,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-06-29
1001,1002,Agra,Fatehpur Sikri,Potato,Local,FAQ,1420,1580,1510,2020-06-29
154,155,Agra,Achnera,Potato,Desi,FAQ,1430,1500,1470,2020-06-29
722,723,Agra,Fatehabad,Potato,Desi,FAQ,1200,1350,1250,2020-06-29
454,455,Agra,Agra,Potato,Desi,FAQ,1400,1560,1480,2020-06-29
1328,1329,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-29
1181,1182,Agra,Jagnair,Potato,Desi,FAQ,1300,1330,1315,2020-06-29
1668,1669,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-29
1508,1509,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-06-30
1667,1668,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-06-30
721,722,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-06-30
453,454,Agra,Agra,Potato,Desi,FAQ,1400,1600,1500,2020-06-30
1000,1001,Agra,Fatehpur Sikri,Potato,Local,FAQ,1400,1550,1480,2020-06-30
153,154,Agra,Achnera,Potato,Desi,FAQ,1430,1490,1460,2020-06-30
1180,1181,Agra,Jagnair,Potato,Desi,FAQ,1300,1320,1310,2020-06-30
1327,1328,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020-06-30
152,153,Agra,Achnera,Potato,Desi,FAQ,1440,1530,1490,2020-07-01
720,721,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-07-01
999,1000,Agra,Fatehpur Sikri,Potato,Local,FAQ,1440,1600,1525,2020-07-01
1666,1667,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-07-01
452,453,Agra,Agra,Potato,Desi,FAQ,1400,1600,1520,2020-07-02
998,999,Agra,Fatehpur Sikri,Potato,Local,FAQ,1470,1600,1545,2020-07-02
1665,1666,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-07-03
151,152,Agra,Achnera,Potato,Desi,FAQ,1470,1530,1500,2020-07-03
451,452,Agra,Agra,Potato,Desi,FAQ,1450,1650,1560,2020-07-03
997,998,Agra,Fatehpur Sikri,Potato,Local,FAQ,1500,1650,1580,2020-07-03
150,151,Agra,Achnera,Potato,Desi,FAQ,1500,1600,1550,2020-07-04
719,720,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1200,2020-07-04
1507,1508,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-07-04
1664,1665,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-07-04
996,997,Agra,Fatehpur Sikri,Potato,Local,FAQ,1550,1700,1610,2020-07-04
450,451,Agra,Agra,Potato,Desi,FAQ,1450,1650,1550,2020-07-04
718,719,Agra,Fatehabad,Potato,Desi,FAQ,1200,1400,1250,2020-07-05
149,150,Agra,Achnera,Potato,Desi,FAQ,1500,1580,1540,2020-07-05
1663,1664,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020-07-05
1506,1507,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020-07-06
1662,1663,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,2020-07-06
717,718,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-07-06
148,149,Agra,Achnera,Potato,Desi,FAQ,1520,1600,1560,2020-07-06
449,450,Agra,Agra,Potato,Desi,FAQ,1550,1700,1620,2020-07-06
995,996,Agra,Fatehpur Sikri,Potato,Local,FAQ,1500,1650,1575,2020-07-06
147,148,Agra,Achnera,Potato,Desi,FAQ,1550,1650,1600,2020-07-07
448,449,Agra,Agra,Potato,Desi,FAQ,1520,1750,1625,2020-07-07
1505,1506,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-07-07
994,995,Agra,Fatehpur Sikri,Potato,Local,FAQ,1500,1670,1590,2020-07-07
716,717,Agra,Fatehabad,Potato,Desi,FAQ,1200,1330,1250,2020-07-07
1661,1662,Agra,Samsabad,Potato,Local,FAQ,1400,1600,1500,2020-07-07
146,147,Agra,Achnera,Potato,Desi,FAQ,1580,1650,1620,2020-07-08
993,994,Agra,Fatehpur Sikri,Potato,Local,FAQ,1560,1720,1645,2020-07-08
447,448,Agra,Agra,Potato,Desi,FAQ,1550,1750,1630,2020-07-08
446,447,Agra,Agra,Potato,Desi,FAQ,1550,1750,1650,2020-07-09
992,993,Agra,Fatehpur Sikri,Potato,Local,FAQ,1600,1750,1680,2020-07-09
145,146,Agra,Achnera,Potato,Desi,FAQ,1650,1710,1680,2020-07-10
445,446,Agra,Agra,Potato,Desi,FAQ,1600,1800,1700,2020-07-10
991,992,Agra,Fatehpur Sikri,Potato,Local,FAQ,1650,1780,1715,2020-07-10
990,991,Agra,Fatehpur Sikri,Potato,Local,FAQ,1700,1820,1745,2020-07-11
444,445,Agra,Agra,Potato,Desi,FAQ,1650,1800,1720,2020-07-11
144,145,Agra,Achnera,Potato,Desi,FAQ,1730,1830,1780,2020-07-13
443,444,Agra,Agra,Potato,Desi,FAQ,1650,1800,1730,2020-07-13
989,990,Agra,Fatehpur Sikri,Potato,Local,FAQ,1700,1850,1780,2020-07-13
715,716,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-07-13
143,144,Agra,Achnera,Potato,Desi,FAQ,1720,1820,1770,2020-07-14
442,443,Agra,Agra,Potato,Desi,FAQ,1600,1800,1710,2020-07-14
714,715,Agra,Fatehabad,Potato,Desi,FAQ,1200,1350,1250,2020-07-14
988,989,Agra,Fatehpur Sikri,Potato,Local,FAQ,1660,1820,1750,2020-07-14
713,714,Agra,Fatehabad,Potato,Desi,FAQ,1200,1400,1250,2020-07-15
987,988,Agra,Fatehpur Sikri,Potato,Local,FAQ,1720,1920,1800,2020-07-15
142,143,Agra,Achnera,Potato,Desi,FAQ,1700,1750,1725,2020-07-15
441,442,Agra,Agra,Potato,Desi,FAQ,1700,1900,1800,2020-07-15
712,713,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-07-16
440,441,Agra,Agra,Potato,Desi,FAQ,1700,1900,1800,2020-07-16
986,987,Agra,Fatehpur Sikri,Potato,Local,FAQ,1700,1820,1765,2020-07-16
439,440,Agra,Agra,Potato,Desi,FAQ,1700,1850,1780,2020-07-17
985,986,Agra,Fatehpur Sikri,Potato,Local,FAQ,1680,1850,1780,2020-07-17
141,142,Agra,Achnera,Potato,Desi,FAQ,1750,1850,1800,2020-07-17
140,141,Agra,Achnera,Potato,Desi,FAQ,1760,1820,1790,2020-07-18
984,985,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,1820,2020-07-18
139,140,Agra,Achnera,Potato,Desi,FAQ,1760,1840,1800,2020-07-19
711,712,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-07-20
138,139,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,2020-07-20
438,439,Agra,Agra,Potato,Desi,FAQ,1650,1880,1770,2020-07-20
983,984,Agra,Fatehpur Sikri,Potato,Local,FAQ,1760,1920,1850,2020-07-20
137,138,Agra,Achnera,Potato,Desi,FAQ,1840,1920,1880,2020-07-21
982,983,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1950,1885,2020-07-21
710,711,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-07-21
437,438,Agra,Agra,Potato,Desi,FAQ,1700,1900,1800,2020-07-21
136,137,Agra,Achnera,Potato,Desi,FAQ,1750,1850,1800,2020-07-22
981,982,Agra,Fatehpur Sikri,Potato,Local,FAQ,1820,1980,1900,2020-07-22
709,710,Agra,Fatehabad,Potato,Desi,FAQ,1200,1350,1250,2020-07-22
436,437,Agra,Agra,Potato,Desi,FAQ,1700,1900,1810,2020-07-22
980,981,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1960,1875,2020-07-23
435,436,Agra,Agra,Potato,Desi,FAQ,1750,1900,1830,2020-07-23
979,980,Agra,Fatehpur Sikri,Potato,Local,FAQ,1780,1920,1850,2020-07-24
708,709,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-07-24
434,435,Agra,Agra,Potato,Desi,FAQ,1750,1900,1825,2020-07-24
135,136,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,2020-07-24
978,979,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1950,1880,2020-07-25
433,434,Agra,Agra,Potato,Desi,FAQ,1750,1950,1850,2020-07-25
134,135,Agra,Achnera,Potato,Desi,FAQ,1800,1840,1820,2020-07-25
707,708,Agra,Fatehabad,Potato,Desi,FAQ,1200,1450,1300,2020-07-25
133,134,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,2020-07-26
432,433,Agra,Agra,Potato,Desi,FAQ,1800,1950,1870,2020-07-27
977,978,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1920,1865,2020-07-27
132,133,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,2020-07-27
976,977,Agra,Fatehpur Sikri,Potato,Local,FAQ,1870,1920,1890,2020-07-28
706,707,Agra,Fatehabad,Potato,Desi,FAQ,1200,1400,1250,2020-07-28
431,432,Agra,Agra,Potato,Desi,FAQ,1800,1950,1880,2020-07-28
975,976,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,2020,1920,2020-07-29
430,431,Agra,Agra,Potato,Desi,FAQ,1800,1950,1880,2020-07-29
974,975,Agra,Fatehpur Sikri,Potato,Local,FAQ,1810,1980,1905,2020-07-30
429,430,Agra,Agra,Potato,Desi,FAQ,1780,1950,1870,2020-07-30
705,706,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-07-30
131,132,Agra,Achnera,Potato,Desi,FAQ,1820,1900,1860,2020-07-31
428,429,Agra,Agra,Potato,Desi,FAQ,1800,1950,1890,2020-07-31
973,974,Agra,Fatehpur Sikri,Potato,Local,FAQ,1840,2000,1930,2020-07-31
130,131,Agra,Achnera,Potato,Desi,FAQ,1830,1930,1880,2020-08-01
972,973,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1980,1895,2020-08-01
129,130,Agra,Achnera,Potato,Desi,FAQ,1850,1930,1890,2020-08-02
128,129,Agra,Achnera,Potato,Desi,FAQ,1860,1940,1900,2020-08-03
971,972,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1920,1860,2020-08-03
427,428,Agra,Agra,Potato,Desi,FAQ,1800,2000,1890,2020-08-03
970,971,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1950,1875,2020-08-04
